id,label,tweet
419,2,rt <username> charlie strong took the longhorn logos off his players helmets they have to earn it back & 160 & 160 & 160 & 160 & 160 & 160 <url> sport & 8230
420,1,lil riri sittin pretty while u bitches layin petty
421,2,only blood can satisfy the hungry flames of r & 8217hollor charlie brown
422,2,i cant even find it in me to mock anymore this is scary this mass ignorance is terrifying rt <username> yes alas i agree
423,2,hot isis social media photo laughing jihadis get baby to kick severed head & 8211 warning graphic <url> lnyhbt tgdn
424,2,rt <username> i wear beanies all winter long so no bandanas till summer & 128525
425,1,na nigguh i dont know how you rock
426,1,tell me why nick cannon bout to invite wiz to wildn out an hit him wit the i fucked your bitch diss haha
427,2,rt <username> that pointy nail game is for da birds
428,0,<username> niggas probably be watching me like look at this uncle tom ass rasta
429,1,rt <username> hiding your favorite snacks from your family bc youre a selfish bitch
430,1,you know random niggaz and bitches wish the worst on eachother just look at their tweets
431,2,<username> <username> <username> exactly by folks who cant favor to get into that lovely old stadium
432,1,<username> haha how much are you payed to constantly not know what youre talking about dumb ass & 128514 & 128076 wade is trash
433,1,freak hoes got several
434,2,<url> now works on fancy telephones so i am told i have a clam phone that i call mr clam that only texts and phones
435,2,rt <username> call me old fashioned but im sewn together with magic and birds
436,1,rt <username> we gotta be pretty with a perfect body smart funny not too tall know how to cook be good at sex but not a hoe h & 8230
437,2,mann are first game is 3 weeks from now cant wait once a redskin always a redskin
438,1,<username> thats how rednecks erecycle <url>
439,2,<username> klains real sole job is to dampen down the mushrooming bad pr and political fallout heading into nov election
440,2,<username> fingers crossed for you if not chug chug chug lol
441,1,<username> go be cunt somewhere else
442,0,happy first day of college nigger <username>
443,2,<username> some weird local ghetto school haha
444,2,here we go brownies here we go woof woof
445,2,is there a looser college town than btown if yes id like to visit iu hoosiers
446,1,rt <username> you can only call the janoskians faggots if youre a janoskianator
447,2,<username> i hate birds they just piss me off about the fact that i cant fly
448,1,its pretty much been confirmed that i have the best bitch face on the planet
449,2,pinto grigio dreams turned into moscato reality
450,2,rt <username> we gave guncontrol a chance it failed no more of this gunsense nonsense momsdemand is statist trash <url>
451,2,good ol charlie wwc <url>
452,0,rt <username> <username> <username> true i need to sleep to make them gainz bruh so all the hoes stay mirin p alright later & 8230
453,1,rt <username> jordan wearing bitches need to grow tf up
454,2,<username> <username> yea ho
455,2,segment finally did it never again watching teabagger propaganda in the morning on msnbc again <username> on currenttv for me morningjoe
456,2,rt <username> giantduck pittsburghduck yellow livestream wpxi nofliter @ duckburgh <url>
457,1,u see a super bad bitch in the club with a nigga that u just cant understand how he got her 99 % chance he meet her at happyhour
458,2,i just saw a man have a actual conversation with his bird haha
459,1,this old bitch with floppy tits riding on the elevator with me is nerping so bad
460,2,i meanif you blow a foul there it has to be a yellow in that situation no
461,2,ga charlie <username> <username> <username> <username> <username> <username>
462,2,charlie kimball i had nowhere to go <url> indycar mavtv 500
463,1,i got a spanish bitch her name nina paranoid
464,2,& 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 grand opening & 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 top class & 9733 oriental massage & 9733 perfect & 9733 <url>
465,2,they come to you out of the blue they make others see red and green with envy they arent always black or white youre not yellow luckily
466,2,<username> theres always onethey never realize they are the worst the unsolicited unaffiliated trash talker
467,2,rt <username> charlie rose can you coexist with israel meshal not as occupiers after that national consensus will decide not ha & 8230
468,0,<username> wow u hoe is the term for women
469,1,rt <username> aint got time for stupid bitches & 128557
470,1,rt <username> what happened to the old wigga the gonorrhea one
471,2,rt <username> just saw dawn of the planet of the apes one of the better moves ive seen this year i didnt know if i wanted the apes or & 8230
472,2,when all else fails blast bare nips
473,0,<username> he may be hustlin but he studied critical race theory and my people holder is getting his revenge they hate whitey
474,1,rt <username> this dyke is grabbing a handful of imagination <url>
475,2,i see u jigga hillary $ wankin
476,2,rt <username> friends of <username> <username> has let me know that phil is very ill his infection has gone septic and he is fightin & 8230
477,2,rt <username> <username> tell him that you chose a not to trash the environment while trying to save it like a hypocritical douc & 8230
478,2,lmfaooooo bye & 8220 <username> american sports trash soccer and hockey the best sports & 8221
479,2,<username> <username> <username> i miss the pizza the passion
480,0,dtla is trash because of noneuropeans are allowed to live there
481,2,wth is that playing missy i mean seriously rt <username> this movie gone be trash <url>
482,1,somebody come look at this niggah right here kevin hart voice lol <url>
483,1,<username> bitch am not your fam and wtf is skrong who says shit like that get your wack ass off my page lamo
484,1,& 8220 <username> <username> good pussy have a nigga like <url> funniest thing ive ever seen on my tl & 128557 & 128557 & 128557 & 8221
485,1,rt <username> juice should have been dead his bitch ass sonsofanarchy
486,2,<username> yes das def da problemif histeacher was a spear chucker he woulda gt both dose rite
487,1,ugh i cant stand a bitch that smokes black & amp milds they make me itch
488,1,cant keep a bitch but its cool cause money still around
489,2,should i be worried that a lady behind my building is talking to a crow
490,1,sam is such a bitch ronnie got in a fight because of you & 128530
491,2,rt <username> & 8220 <username> me when somebody says childish gambino is trash <url>
492,0,fuck ass redskin corners
493,1,i wish ppl would learn how tf to stay out my business im a grown ass man i go where i please mind your damn business bitch
494,2,magellan you suck at trash talk <username> <username>
495,2,im a sucker for colored eyes & 128532 & 128532
496,2,rt <username> tennessee isnt even orange its like vitamin pee yellow & 128553 & 128514 & 128514 & 128514
497,1,you should probably go clean your nasty pussy and not worry about wtf im doing
498,0,stfu boris fagjo rt <username> cause he a faggot makes sense now right rt <username> bran prolly real nurturing lol
499,2,lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season
500,1,i bet that nigga <username> got charged for murder for tha intro of gucci vs guwop cause straight killed that hoe freegucci freeradric
501,2,rt <username> make my way right to the trash can with these rt <username> new season new shoes makeyourownway wayofwade http & 8230
502,2,<username> yankees like florida state not floridians
503,2,<username> charlie sheen could coach better than crusty dusty yeah they hired bryan price the pitching coach
504,2,<username> <username> <username> i wants to call bouts my vitaligro but i aint sho if you a doctor fo da colored folk
505,1,& 8220 <username> if he has a girlfriend dont be a hoe and text him yanno who u r & 128519 & 8221
506,0,nigga just had them crackers on a chase
507,0,<username> bitch shut the fuck up goddam your a slut bitch whore nigga
508,1,my lil cool ass bitch she from northside & 128525 & 128175 & 128184 & 128079 & 128081 & 128581 & 128079 & 128540 & 128176 & 128525 & 128525 <url>
509,2,& 8220 <username> yankees and red sox are scoreless as we play in the 2nd inning & 8221 the bambino is watching
510,1,on top of that she just a pregnant ass sorry hoe aint never got no money even her water broke <username> riptallt
511,0,none of us went to these prestigious establishments so were clearly not as superior as these fucking retards
512,1,rt <username> bad bitch htown keep it trill yall know yall cant fuck aroundddd
513,1,nawwww if you a hoe you sittin on the floor and not my damn couuuuuch & 128131
