id,label,tweet
414,2,my pits be stankin from doin dem flows is hard on a ol colored body in da heat dem white women be pushy when day want dare flows fixed
415,2,rt <username> no teabaggers 911 is not about benghazi its about those planes and those towers stop watching fox news
416,1,rt <username> i love how twat is gender neutral
417,0,<username> don & 8217t be a hurt little faggot
418,0,rt <username> idc what phone u got lol silly nigger
419,1,im addicted to bad bitches like i never had bitches
420,1,twatch sounds like twat
421,1,tweetlikelexi nah we not gonna sit down we gonna walk it out bitch
422,1,if i ever saw kendall jones in person id kill her on sight i hate that bitch more than anything in life
423,1,rt <username> i want to leave but he said he was going to eat my pussy now im afraid to go and leave my cat alone with him
424,0,rt <username> youre not the father what every mexicannigger loves to hear
425,1,<username> those guys are pussies & 128527 & 128079
426,0,the nations know who we are but we rather be real niggers & amp bad bitches <url>
427,0,minnesota is full of white trash
428,2,the republican lt governor of missouri says hes sorry he called law angloamerican law racist pig that he is
429,1,<username> yours a dyke & 128514
430,1,in redneck land tennessee
431,0,rt <username> you other niggas a call up a bitch to fight a bitch naw not me im whomp that trick so she can feel where im coming from
432,1,never leave your trust in a bitch
433,2,rt <username> my score on flappy bird is higher than the broncos score right now
434,2,waits for fanduel to hit me with the jig
435,1,no matter how hard you try to be rude mf ` s they keep talking to you like bitch do i know you
436,2,three little birds
437,2,am so high that birds and planes are my peers
438,0,ayo i even kill handicapped and crippled bitcheslook at my scalp real close and youll see triple sixes
439,0,rt <username> this nigguh chris paul
440,0,rt <username> white trash warfare pt 3 <url> & 128514 & 128514 & 128514
441,0,rt <username> i can do somethin good but im always gon be a wetback coo & 9996
442,2,just seen a pic comparison of lou holtz and he grandma off beverly hillbillies and i cant stop crying tears of unfathomable hilarity
443,2,this whole game ive been trying to figure out why the dutch are wearing yellow smh
444,0,<username> yeah me too my people the women laff at the set apart men they love the real niggas or niggers
445,2,its almost christmas charlie brown
446,1,<username> bitch i texted you
447,0,<username> hell naw fuck them bitches serves them right
448,0,this niggah pharrell or whatever this niggah name is dont deserve shit for that white ass gay song
449,2,rt <username> where has this been all year but still firecashman yankees
450,2,<username> lemmie eat a oreo & amp do these dishes one oreo lol
451,1,she know that im that niggah
452,1,40 mins until that bitch drop
453,0,<username> ur ballsack is hairy gtfo tranny prude bitch
454,2,the ending to that yankee game was so planned i cant even take it
455,2,rt <username> & 8226not all black girls are ghetto though
456,1,work be having a bitch enervated and shit
457,1,rt <username> & 8220 <username> & 8220 <username> best man ever rt <username> id fuck her right in the pussy <url> my nigg & 8230
458,2,<username> <username> oh wait can i get that photo of me playin with creeds side project by itself my bad yeah fob is embarrassing
459,1,fwm on twitter <username> got strippers escorts artists hustlaz hittaz bitches niggas im dat dude
460,2,rt <username> & 128514 & 128514 & 128514 & 128514 rt <username> thotgoals rt <username> i wanna learn how to jigg really good so i can be in the circle
461,0,<username> <username> ill do that if you agree to take your ethiopian starvin looking nigger ass back to africa buyfoodlittleguy
462,1,rt <username> girls be 60 talking about catching feelings bitch you need to catch this td pass im about to throw you smh
463,2,i dont want to deal with yesterdays trash theres a reason it got thrown out in the first place
464,1,rt <username> let me tell u funky bitches bout a pimp name c i aint payin for no pussy and my dick aint free
465,0,<username> how many fuckin fags did a even get shouldnt be allowed into my wallet whilst under the influence haha
466,0,we hate niggers we hate faggots and we hate spicskkk rally
467,1,man fuck these bitch ass niggas how yall doin
468,1,druggys with hoes again gotta have the dopest video ever & 128553
469,1,all of my money neat all of my bitches freaky everybody kno it it aint a secret
470,1,& 128514 & 128514 & 128514 & 128514 rt <username> when youre trying to relax but your pussy is shooting out light beams <url>
471,0,faggot <url>
472,1,rt <username> these bitches cant do nothin for you
473,2,so im at tedgibson and ted is getting his hair colored right beside me heeeey
474,1,rt <username> <username> i know cunt nugget & 128514 & 128514
475,1,that nigga gucci always hits that hoe when he puts rick james in a song giving our nigga rick a shoutout riprick rickjamesbitch
476,2,ayo i jus had a mini heart attack behind the wheelnorth philly n fire crackers dont mix & 128553 & 128553 & 128514 & 128514 i & 8230 <url>
477,1,<username> but then you have no idea what peoples actually personalities are like maybe pamaj has always been a cunt hahaha
478,0,rt <username> i hate hoe ass people
479,2,so real its unreal lol yankees worldseries 27andcounting mlb mlbtheshow 12 <url>
480,2,rt <username> justice for british seagull spraypainted red by thugs the bird won & 8217t be able to fly anymore <url> h & 8230
481,1,can bitches at least wait till its their bday month to put that shit up damm yall stingy
482,0,this niggah know wassup
483,0,his big ass smile his eyes is chink
484,0,<username> <username> your whats wrong with the white race you fuckin coon slaying piece of poop please die alone
485,1,rt <username> my uncle taught me abt sex he said the birds fuck the bees then he told me he banged a girl so hard her freckles c & 8230
486,1,yo daddy is a bitch you jus a son of that boyyy
487,2,rt <username> i love when the birds are chirping in the morning patsgonnasubtweet
488,0,<username> oh no they drafted that gay ass that come out on tv well u welcome to redskins nation no queers just a lot of niggers
489,1,<username> quit bein a little bitch b
490,2,<username> if im trash ur trash since we baes now
491,1,play pussy and get fucked
492,0,<username> <username> lmao you stupid nigger
493,0,alright ya faggots lets just stop with all the so and rt no one gives a fuck on what you think of other people probably lying anyways
494,0,curse avi for coke because hes a fag and hasnt put it on yet <url>
495,0,<username> if the faggots can have a page y cant theyfaggots offend me more than them
496,0,can faggots of honeybooboo imagine this internet world was created to trap them and feed them to allah like gazelles it stephenking
497,2,rt <username> im having a date at yankee field then getting kiss cam bucketlist
498,0,you ol trout mouth ass bitch deeeeaaaadd
499,1,<username> lol i will be there in the morning hoe
500,0,niggas sleepin with bitches grandmas lmfao maury fake af
501,2,you need an iphone to use their stupid watch apple is just grabbing people ankles and shaking the money out of rubes pockets
502,0,<username> <username> is bored supposed to be cute you faggot sometimes
503,1,<username> bitch you already know i would go crazy with out you
504,0,as always eli has the stupid hick hayseed look on his face giants fans kill yaselves its gonna be a & 8230 <url>
505,1,rt <username> i didnt sell my pussy for $ 65it was $ 80 <url>
506,2,yanks wont make the playoffs but we aint in the al basement thats the red sox position <url>
507,1,<username> you suck it commie bitch <username>
508,1,no i dont love these hoes and fuck these niggas fuckem
509,2,rt <username> lou gehrig had 17 hand fractures in his career played in 2130 straight games ironhorse yankees <url>
510,1,<username> ha the shyt niggas tell hoes 2 ho wanna be more
511,0,<username> is the biggest faggot in the world
512,1,the bitches behind me are so annoying
513,2,id kill to meet charlie sheen
514,1,cant get over how many hoes i flexed on last night
515,2,<username> bro i heard slaughter songs they all trash they just freestylers
